Petition,URL,State,Signatures Count
Stop general transport from areas which have been heavily hit by COVID-19.,https://petition.parliament.uk/petitions/302009,rejected,6
Full Pay for anyone Advised to self Isolate by 111.,https://petition.parliament.uk/petitions/302013,rejected,10
Take ACTION and close schools to reduce the spread between children.,https://petition.parliament.uk/petitions/302017,rejected,6
Allow each child to have 5 days of permitted school vacation during term time,https://petition.parliament.uk/petitions/302021,closed,39
The UK government must immediately return to the contain phase for COVID-19,https://petition.parliament.uk/petitions/302027,rejected,8
Coronavirus: NHS must start making swab tests not only for sick people.,https://petition.parliament.uk/petitions/302032,rejected,8
Continue testing individuals for Covid-19 who have symptoms,https://petition.parliament.uk/petitions/302036,rejected,8
The government isn’t doing enough to stop the spread of the virus Act Now!,https://petition.parliament.uk/petitions/302040,rejected,13
Home self testing kits for coronavirus!,https://petition.parliament.uk/petitions/302041,rejected,6
To let planned school trips go ahead in non affected area’s,https://petition.parliament.uk/petitions/302043,rejected,11
Parents to make their own decision to keep their children off school,https://petition.parliament.uk/petitions/302049,rejected,21
"Give extra points in Points Based Immigration, if anyone has studied in the UK.",https://petition.parliament.uk/petitions/302050,closed,528
ALL people with coronavirus symptoms to be tested (not just those in hospital),https://petition.parliament.uk/petitions/302051,rejected,8
Coronavirus testing for all those showing symptoms of the virus,https://petition.parliament.uk/petitions/302055,rejected,11
Amend the IR35 Reforms to re-instate the 5% allowance for all contractors,https://petition.parliament.uk/petitions/302056,closed,77
"Allow parents to choose to homeschool children, through the Covid-19 pandemic.",https://petition.parliament.uk/petitions/302064,rejected,18
Boycott the government for taking no precautions with COVID-19.,https://petition.parliament.uk/petitions/302065,rejected,10
Football Premier League to cancel the league for this season due to COVID-19.,https://petition.parliament.uk/petitions/302066,rejected,9
Delay IR35 changes until after the Pandemic & Stock Market crash,https://petition.parliament.uk/petitions/302070,rejected,16
Hand washing facilities throughout the UK & Ireland in public places.,https://petition.parliament.uk/petitions/302074,rejected,9
Coronavirus.  Re-introduce free TV license for senior citizens,https://petition.parliament.uk/petitions/302075,rejected,7
Introduce legislation to prohibit the media from scaremongering and lying.,https://petition.parliament.uk/petitions/302077,rejected,6
"Guarantee a minimum of 10,000 Coronavirus tests a day for the next two months",https://petition.parliament.uk/petitions/302082,rejected,21
To reconsider decision to keep schools open in the midst of the coronavirus,https://petition.parliament.uk/petitions/302086,rejected,6
Change the way zero hour contracted carers are not paid Statutory Sick Pay.,https://petition.parliament.uk/petitions/302091,rejected,19
Change school uniform within Helena Romanes School.,https://petition.parliament.uk/petitions/302097,rejected,18
If Schools Close Double Child Benefit Temporarily to Prevent Child Hunger,https://petition.parliament.uk/petitions/302098,rejected,13
Avoid even starting the coronavirus peak in the UK.,https://petition.parliament.uk/petitions/302100,rejected,9
Include Covid-19 into list of specified diseases for insurance protection,https://petition.parliament.uk/petitions/302103,rejected,21
Stop Panic Buying!,https://petition.parliament.uk/petitions/302105,rejected,17
Initiate a reinforced disinfection plan across public transport in the UK.,https://petition.parliament.uk/petitions/302107,rejected,12
make borris johnson to reconsider closing the schools in uk- corona virus,https://petition.parliament.uk/petitions/302110,rejected,11
Bring back COVID-19 testing for everyone who has symptoms in the UK,https://petition.parliament.uk/petitions/302112,rejected,21
CLOSE UK BORDERS IMMEDIATELY,https://petition.parliament.uk/petitions/302115,rejected,8
Cap and regulate service charge fees billed by managing companies to home owners,https://petition.parliament.uk/petitions/302120,closed,74
Allow non-UK relatives to come to the UK to support families through coronavirus,https://petition.parliament.uk/petitions/302121,closed,72
"Petition to cut out the abhorrent habit of spitting.
Stop spreading disease",https://petition.parliament.uk/petitions/302124,rejected,11
more time off at christmas for schools/colleges.,https://petition.parliament.uk/petitions/302131,rejected,8
Suspend business rates for all retail companies for at least 3 months,https://petition.parliament.uk/petitions/302132,rejected,8
put a pause on mortgage payments and house hold bills due to coronavirus,https://petition.parliament.uk/petitions/302134,rejected,7
Provide immediate financial support to the Tourism Industry.,https://petition.parliament.uk/petitions/302139,closed,692
Restart EPL from 0 points for the remainder 9 games after Coronavirus suspension,https://petition.parliament.uk/petitions/302143,rejected,12
Offer more protection to healthcare workers from the effects of covid19,https://petition.parliament.uk/petitions/302144,rejected,6
Bring back the £1 note,https://petition.parliament.uk/petitions/302145,closed,36
Encourage train companies to refund unused pre-booked train tickets,https://petition.parliament.uk/petitions/302148,closed,34
Increase the state pension,https://petition.parliament.uk/petitions/302150,closed,533
Allow parents to remove children from school to home school during COVID-19,https://petition.parliament.uk/petitions/302152,rejected,7
EFL and Premier League to end season and all clubs finish with current standings,https://petition.parliament.uk/petitions/302154,rejected,8
Legislate to restrict aircraft from running their engines while on hold,https://petition.parliament.uk/petitions/302155,closed,86
Give tax breaks for self employed people during the coronvirus period,https://petition.parliament.uk/petitions/302157,rejected,7
Revoke IR35 rules causing businesses to blanket ban engaging LTDs under contract,https://petition.parliament.uk/petitions/302159,rejected,6
Economic assistance for the hospitality industry during the COVID-19 pandemic,https://petition.parliament.uk/petitions/302162,closed,8247
Cancel all public gatherings to stop the Coronavirus,https://petition.parliament.uk/petitions/302169,rejected,17
Vote of no confidence in Boris Johnson's government due to poor Covid19 response,https://petition.parliament.uk/petitions/302176,rejected,21
"COVID-19, SHUT DOWN PUBLIC TRANSPORT",https://petition.parliament.uk/petitions/302181,rejected,6
Massively Improve and Invest in Technology for Primary Public Services,https://petition.parliament.uk/petitions/302183,rejected,6
Abandon Brexit because of COVID 19,https://petition.parliament.uk/petitions/302184,rejected,8
STOP price increases on essential items during COVID 19 period.,https://petition.parliament.uk/petitions/302185,rejected,6
Ensure all agency businesses ensure sick pay is covered during the epidemic,https://petition.parliament.uk/petitions/302187,rejected,16
Make restaurants state how they source their meat and how it was slaughtered.,https://petition.parliament.uk/petitions/302189,closed,614
UK Government: issue care packages to the elderly and vulnerable,https://petition.parliament.uk/petitions/302190,closed,108
Start a no confidence vote on Boris Johnson,https://petition.parliament.uk/petitions/302191,rejected,7
Public Vote of 'No Confidence' in the Prime Minister,https://petition.parliament.uk/petitions/302193,rejected,12
Employ aggressive social distancing measures now to contain Covid-19.,https://petition.parliament.uk/petitions/302198,rejected,18
Make claiming child benefit fairer for Families who rely on one main income.,https://petition.parliament.uk/petitions/302201,rejected,16
Compulsory deep sanitation for schools,https://petition.parliament.uk/petitions/302204,rejected,16
"Make e-bikes, e-scooters, and e-skateboards legal.",https://petition.parliament.uk/petitions/302208,rejected,7
Offer self employed financial support for earnings lost due to the Coronavirus,https://petition.parliament.uk/petitions/302216,rejected,8
No to IR35 changes,https://petition.parliament.uk/petitions/302218,rejected,6
Enable employers to pay their employees full pay for absence due to Coronavirus,https://petition.parliament.uk/petitions/302219,rejected,21
Guarantee pay to 0 hour workers in the event of a covid-19 business closure.,https://petition.parliament.uk/petitions/302221,rejected,8
